date,TweetVolumeDaily,ln_tweetsDaily,H_daily,meanAbsPolarityDaily,meanPolarityDaily,meanSubjectivityDaily,stdAbsPolarityDaily,stdPolarityDaily,stdSubjectivityDaily,pressConf,month,EconBulletin,speechOtherBoard,speechPresident,n,n2,MonPolAccounts,tweetECB,whatever,dow,dec24,dec25,dec26,dec31,jan01,may01,may09,nov01,oct03,easterSun,easterMon,goodfriday,goodsat,ascension,whitMon,corpus
21mar2014,5,1.7917595,0.2,0.14,0.14,0,0.28,0.28,0,0,3,0,0,0,811,657721,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22mar2014,4,1.3862944,0.25,0.625,0.625,0.125,0.414578099,0.414578099,.2165063509461096,0,3,0,0,0,812,659344,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23mar2014,1,0,1,0,0,0,0,0,0,0,3,0,0,0,813,660969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24mar2014,8,2.0794415,0.1875,0,0,0,0,0,0,0,3,0,1,0,814,662596,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25mar2014,34,3.583519,0.036332179,0.263235294,.1632352941176471,0.029411765,.4143224134460228,.4629364115159516,.1689577248981773,0,3,0,1,1,815,664225,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26mar2014,22,3.2188759,0.04958678,.2181818181818182,.1545454545454545,0,.3638635653852636,.3951147965836497,0,0,3,0,0,0,816,665856,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27mar2014,12,2.6390574,0.083333336,.1416666666666667,-0.025,0,.3226410113767657,.3514849451493858,0,0,3,0,0,0,817,667489,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28mar2014,2,1.6094379,0.5,0.7,-0.7,0,0,0,0,0,3,0,0,0,818,669124,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29mar2014,18,3.2580965,0.061728396,.8472222222222222,.8472222222222222,0,.3066269096612284,.3066269096612284,0,0,3,0,0,0,819,670761,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30mar2014,9,2.3978953,0.11111111,.4388888888888889,0.094444444,0,.4026149095998542,.5880497165510773,0,0,3,0,0,0,820,672400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31mar2014,19,3.2580965,0.058171745,0.4,.1473684210526316,0.021052632,.4400956833761447,.5761655656170108,0.089318751,0,3,0,1,0,821,674041,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01apr2014,27,3.4657359,0.048010975,.5148148148148147,-0.159259259,0,.3428677573639441,.5976864403119621,0,0,4,0,0,0,822,675684,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02apr2014,75,4.3438053,0.05386667,.1533333333333333,.1346666666666667,0,.3403266404826724,.3481353504346006,0,0,4,0,0,0,823,677329,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03apr2014,379,6.0684257,0.012301502,.2231310466138962,-0.012313105,0.043095866,.3859276899739694,.4456187084327303,.1880830387072278,1,4,0,0,0,824,678976,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04apr2014,88,4.5643482,0.023502067,.2284090909090909,0.044318182,0.017045455,.3855187955671386,.4459050945053053,0.09073136,0,4,0,0,0,825,680625,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05apr2014,13,3.0910425,0.07692308,.3153846153846154,-0.315384615,0,0.409213418,0.409213418,0,0,4,0,0,0,826,682276,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06apr2014,19,2.9444389,0.069252081,.3631578947368421,-0.110526316,0,.3923083190228257,.5230424525812566,0,0,4,0,0,0,827,683929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07apr2014,18,3.1780539,0.055555556,.1074074074074074,0.081481481,0,0.272518106,.2813596227453141,0,0,4,0,1,0,828,685584,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08apr2014,16,2.7725887,0.171875,0.203125,0.009375,0.0625,.3572764816986979,.4108751140857767,.2420614591379636,0,4,0,0,0,829,687241,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09apr2014,13,2.7080503,0.10059173,.2615384615384616,.1538461538461539,0,.4010341660842177,.4533896008705038,0,0,4,0,0,0,830,688900,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10apr2014,12,2.8332133,0.083333336,.2208333333333333,.2208333333333333,0.083333333,.3484838191684403,.3484838191684403,.2763853991962832,0,4,1,1,1,831,690561,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11apr2014,43,3.871201,0.02433748,.2348837209302325,-0.137209302,0.023255814,.3252074264221347,.3769666297080775,.1507148999629735,0,4,0,0,0,832,692224,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12apr2014,18,3.2580965,0.055555556,.2277777777777777,.1166666666666666,0,.3753599095913082,.4232808366400097,0,0,4,0,0,0,833,693889,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13apr2014,67,4.3174882,0.018044107,.2024875621890547,.1666666666666667,0.007462687,.3018633911115982,.3230246770091756,0.060627152,0,4,0,0,0,834,695556,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14apr2014,60,4.2341065,0.018888891,.4866666666666666,.1583333333333333,0,0.340693737,.5725794462100628,0,0,4,0,0,0,835,697225,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15apr2014,42,3.8066626,0.035147395,.1523809523809524,-0.023809524,0,.3451970418940843,.3765820746622388,0,0,4,0,0,0,836,698896,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16apr2014,7,2.0794415,0.14285715,.5571428571428572,0.028571429,0.071428571,.3688094469550167,.6675419424260615,.1749635530559413,0,4,0,0,0,837,700569,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17apr2014,4,1.3862944,0.25,0.25,0.25,0.083333333,.4330127018922193,.4330127018922193,.1443375672974065,0,4,0,1,0,838,702244,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18apr2014,5,1.7917595,0.2,0,0,0,0,0,0,0,4,0,0,0,839,703921,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19apr2014,6,1.7917595,0.16666667,.2333333333333333,0,.1666666666666667,.3299831645537222,0.404145188,0.372677996,0,4,0,0,0,840,705600,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20apr2014,5,1.9459101,0.28,.1866666666666666,.1866666666666666,0,0.272111088,0.272111088,0,0,4,0,0,0,841,707281,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21apr2014,5,1.6094379,0.2,0.14,0.14,0,0.28,0.28,0,0,4,0,0,0,842,708964,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22apr2014,6,1.7917595,0.16666667,0.45,.2166666666666667,.1666666666666667,.4609772228646444,.6066758241067098,0.372677996,0,4,0,0,0,843,710649,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23apr2014,6,2.0794415,0.16666667,.1666666666666667,.1666666666666667,0,0.372677996,0.372677996,0,0,4,0,0,0,844,712336,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24apr2014,69,4.4308167,0.049359381,0.373671498,-0.072705314,0.089371981,.3361524005114006,.4973356631002918,.1936589589645164,0,4,0,1,1,845,714025,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25apr2014,39,3.6635616,0.044049967,.1794871794871795,.1435897435897436,.2307692307692308,.2077714315885425,0.23402265,.2737712372315721,0,4,0,0,0,846,715716,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26apr2014,3,1.0986123,0.33333334,.1111111111111111,-0.111111111,0,.1571348402636772,.1571348402636772,0,0,4,0,0,0,847,717409,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27apr2014,3,1.9459101,0.33333334,0,0,0,0,0,0,0,4,0,0,0,848,719104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28apr2014,20,4.2046928,0.065000005,.2666666666666667,.2433333333333333,0.05,.3909745658110143,.4059077618266385,.2179449471770336,0,4,0,1,0,849,720801,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29apr2014,23,3.5263605,0.081285447,.1478260869565217,.1478260869565217,0,.3281960776828805,.3281960776828805,0,0,4,0,0,0,850,722500,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30apr2014,11,2.4849067,0.090909094,.2727272727272727,.2727272727272727,0,.4453617714151233,.4453617714151233,0,0,4,0,1,0,851,724201,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01may2014,6,1.7917595,0.16666667,.2583333333333333,.2583333333333333,0,.3678956675774019,.3678956675774019,0,0,5,0,0,0,852,725904,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
02may2014,22,3.0910425,0.16115704,0,0,0.045454545,0,0,.2082988952252655,0,5,0,0,0,853,727609,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03may2014,13,2.5649493,0.147929,0,0,0,0,0,0,0,5,0,0,0,854,729316,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04may2014,29,3.4011974,0.52199763,0.086206897,-0.017241379,0,.2648670947540899,.2780088878723638,0,0,5,0,0,0,855,731025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05may2014,24,3.2958369,0.23611112,.1291666666666667,-0.070833333,0.041666667,.2936539441057942,.3128886472142374,.1998263134713634,0,5,0,1,0,856,732736,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06may2014,23,3.2580965,0.051039699,.5695652173913043,-0.334782609,0,.4666576648695214,.6558159177379062,0,0,5,0,0,0,857,734449,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07may2014,14,2.8332133,0.071428575,.1428571428571428,-0.142857143,0,.3499271061118827,.3499271061118827,0,0,5,0,0,0,858,736164,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08may2014,336,6.0185933,0.012205925,.2556547619047619,.1155753968253968,0.005753968,.3608706327964218,.4268832376049945,0.05345188,1,5,0,0,0,859,737881,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09may2014,95,4.6821313,0.021828255,.2468421052631579,-0.023684211,0.021052632,.3606872479846296,.4364233884214029,.1238800241677876,0,5,0,0,0,860,739600,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10may2014,9,2.3025851,0.16049384,.2333333333333333,0.077777778,0,.3299831645537222,.3965904066127722,0,0,5,0,0,0,861,741321,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11may2014,10,2.5649493,0.1,0.21,-0.07,0.4,0.28,.3429285639896449,.4358898943540673,0,5,0,0,0,862,743044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12may2014,32,3.9512436,0.056640625,.3114583333333333,-0.113541667,0.052083333,.4287910471928931,.5176643173776913,.2059762493050541,0,5,0,1,0,863,744769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13may2014,39,3.9318256,0.038790271,.4384615384615385,-0.351282051,0,.4796448390190737,.5467253540442099,0,0,5,0,0,0,864,746496,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14may2014,69,4.6051702,0.0405377,.1942028985507246,-0.028985507,0,.3627128292648847,.4104085801838344,0,0,5,0,1,0,865,748225,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15may2014,21,3.6635616,0.052154198,.3309523809523809,0.030952381,0,.3914187230831522,0.511644452,0,0,5,1,1,0,866,749956,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16may2014,16,2.8903718,0.0859375,0.325,-0.325,0,0.375,0.375,0,0,5,0,0,0,867,751689,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17may2014,7,1.9459101,0.14285715,0.2,0,0,.3162277660168379,.3741657386773941,0,0,5,0,0,0,868,753424,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18may2014,4,1.6094379,0.25,0,0,0,0,0,0,0,5,0,0,0,869,755161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19may2014,27,3.4339871,0.045267489,.2962962962962963,-0.192592593,0.037037037,.3615619218330601,0.425942029,.1888525745775105,0,5,0,1,0,870,756900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20may2014,21,3.2958369,0.065759644,.4682539682539682,0.146031746,0.019047619,.3381753388979603,.5588372462311887,0.085183542,0,5,0,0,0,871,758641,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21may2014,9,3.0445225,0.11111111,0,0,0,0,0,0,0,5,0,0,0,872,760384,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22may2014,14,2.8903718,0.081632659,0.05,-0.05,.1142857142857143,.1802775637731995,.1802775637731995,0.279941685,0,5,0,0,0,873,762129,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23may2014,25,3.4011974,0.062399998,0.06,0.02,0,.2154065922853803,.2227105745132008,0,0,5,0,1,0,874,763876,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24may2014,12,2.8903718,0.11111112,.5458333333333333,-0.070833333,0,.4688009231598798,.7160244215264046,0,0,5,0,1,0,875,765625,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25may2014,3,1.0986123,0.33333334,0,0,.3333333333333333,0,0,.4714045207910317,0,5,0,0,0,876,767376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26may2014,132,5.0562458,0.018709827,.3251262626262626,-0.229419192,0.026515152,.3879958878307526,.4512368890084679,.1546549671408605,0,5,0,1,1,877,769129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27may2014,55,4.2626801,0.036694214,.1690909090909091,-0.063636364,0.018181818,.3473916978506209,.3810815404816502,0.133608531,0,5,0,0,0,878,770884,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28may2014,18,3.0445225,0.055555556,.2277777777777777,-0.038888889,0.055555556,.3753599095913082,.4373390356448478,.2290614236454256,0,5,0,0,0,879,772641,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29may2014,1,0.69314718,1,0,0,0,0,0,0,0,5,0,0,0,880,774400,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30may2014,15,2.8332133,0.06666667,.2066666666666666,-0.113333333,0,.3492213560989012,.3896437118987322,0,0,5,0,1,0,881,776161,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31may2014,29,4.4188404,0.043995243,.2396551724137931,0.043103448,0,.3950947748248967,.4600832267159398,0,0,5,0,1,0,882,777924,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01jun2014,46,4.2195077,0.027410209,.3195652173913043,-0.202173913,0.032608696,.3727801340675057,.4474512994800967,.1615877037752012,0,6,0,0,0,883,779689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02jun2014,52,4.3944492,0.031065091,.3009615384615384,-0.1625,0.065384615,.3871936818165538,.4626991948034867,.1845485990310935,0,6,0,0,0,884,781456,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03jun2014,34,3.6109178,0.036332179,.2235294117647059,.1411764705882353,0.029411765,0.341974219,.3833809709129177,.1176470588235295,0,6,0,0,0,885,783225,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04jun2014,110,4.8751974,0.015041322,0.275,-0.090454545,0.018181818,.4284087894862695,.5009761133184919,.1336085314245369,0,6,0,1,0,886,784996,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05jun2014,806,7.0228682,0.005550801,.2595947063688999,-0.009139785,0.081637717,.3914216995111313,.4695921877055405,.2580744971665323,1,6,0,0,0,887,786769,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06jun2014,276,5.891644,0.006905062,.1898550724637681,-0.041304348,0.019927536,.3414261247206224,.3884722616000102,.1296651002670463,0,6,0,0,0,888,788544,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07jun2014,60,4.5538769,0.020555558,.1516666666666667,0.06,0.025,.3302734557235196,.3584457188101611,.1421560175769333,0,6,0,0,0,889,790321,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08jun2014,93,4.7621741,0.27274829,.1318996415770609,-0.002867384,0.012544803,0.300573485,.3282281426015492,0.070144752,0,6,0,0,0,890,792100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09jun2014,26,3.3672957,0.05029586,.1307692307692308,0.023076923,0.038461538,.3122735866182221,.3377615138476946,.1923076923076922,0,6,0,0,0,891,793881,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10jun2014,45,4.0253515,0.031111114,0.096666667,0.021111111,0.044444444,.2574231276841042,.2741631486884504,.2060804110110156,0,6,0,1,0,892,795664,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11jun2014,70,4.6249728,0.03591837,.1164285714285714,0.056428571,0.035714286,.2960117551444088,.3130405528922763,.1756910553749835,0,6,0,1,0,893,797449,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12jun2014,65,4.6443911,0.023905326,0.089230769,0.015384615,0,.2614298416978781,.2758097277420792,0,0,6,1,0,0,894,799236,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13jun2014,34,3.8066626,0.036332179,.1544117647058824,.1132352941176471,0,.3383279924124326,.3542408667778207,0,0,6,0,0,0,895,801025,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14jun2014,26,3.2958369,0.19822486,.1923076923076923,0.038461538,0,0.394113491,.4368391035230981,0,0,6,0,0,0,896,802816,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15jun2014,14,3.2188759,0.081632659,.1714285714285714,-0.028571429,0.023809524,.3347249861102851,.3749829928116196,0.085846459,0,6,0,0,0,897,804609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16jun2014,10,3.0910425,0.1,0.2025,0.2025,0.1,0.344319982,0.344319982,0.3,0,6,0,0,0,898,806404,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17jun2014,21,3.0910425,0.07029479,0.4,.3523809523809524,0.023809524,0.397611919,.4403667817789293,0.106479427,0,6,0,0,0,899,808201,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18jun2014,11,2.8332133,0.10743802,.2181818181818182,.2181818181818182,0,.3638635653852636,.3638635653852636,0,0,6,0,0,0,900,810000,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19jun2014,16,2.7725887,0.0625,0.1375,-0.075,0.09375,.2997394702070449,.3211308144666282,.2633171804117612,0,6,0,1,0,901,811801,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20jun2014,8,2.4849067,0.1875,0.23125,0.05625,0.125,.3071415593826404,.3803267509655349,.3307189138830738,0,6,0,0,0,902,813604,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21jun2014,38,3.7376697,0.040166207,.1184210526315789,-0.081578947,.5789473684210527,.2770666489815028,.2900592164204939,.4937279747182557,0,6,0,0,0,903,815409,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jun2014,43,3.8918202,0.031909142,.1569767441860465,.1569767441860465,.2558139534883721,.3085188538486704,.3085188538486704,.4363177450998539,0,6,0,0,0,904,817216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23jun2014,37,3.9512436,0.047479916,0.041891892,0.004054054,0.081081081,.1591843710554294,.1645544263771759,.2729595929287048,0,6,0,1,0,905,819025,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24jun2014,19,3.0910425,0.058171745,.1947368421052632,.1210526315789474,0,.3817876017541502,0.411133155,0,0,6,0,1,0,906,820836,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25jun2014,15,2.9957323,0.075555563,0.2,0.2,0.066666667,.4000000000000001,.4000000000000001,.2494438257849294,0,6,0,0,0,907,822649,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26jun2014,21,3.1354942,0.056689344,0.080952381,0.080952381,0,0.253769764,0.253769764,0,0,6,0,0,0,908,824464,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27jun2014,6,2.1972246,0.22222224,.3166666666666667,-0.083333333,.4166666666666667,.3236081306491266,.4450343307606229,.4487637339278753,0,6,0,0,0,909,826281,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28jun2014,4,1.3862944,0.25,0,0,0,0,0,0,0,6,0,0,0,910,828100,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29jun2014,10,2.3978953,0.1,0,0,0.1,0,0,0.3,0,6,0,0,0,911,829921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30jun2014,37,3.6635616,0.02994887,.1121621621621622,-0.039189189,0.013513514,.2659519885052933,.2859633162863811,0.081081081,0,6,0,0,0,912,831744,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01jul2014,6,2.0794415,0.22222224,.1166666666666667,-0.116666667,0,.2608745973749755,.2608745973749755,0,0,7,0,0,0,913,833569,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02jul2014,32,3.6375861,0.048828125,.1473958333333333,0.084895833,0.010416667,.3241203205676267,.3457921505348665,0.057997545,0,7,0,0,0,914,835396,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03jul2014,122,5.2040067,0.035339959,.1442622950819672,0.03852459,0.032786885,.3217012106073091,.3504556100866781,.1780783687082003,1,7,0,1,0,915,837225,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04jul2014,21,3.1354942,0.056689344,.2261904761904762,0.130952381,0.071428571,.3797301822845643,.4221476243922799,.2332847374079217,0,7,0,0,0,916,839056,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05jul2014,4,1.3862944,0.25,0.2125,0.2125,0.25,.3680607966083864,.3680607966083864,.4330127018922193,0,7,0,0,0,917,840889,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06jul2014,3,1.0986123,0.33333334,.5666666666666667,.5666666666666667,0,.4189935029992178,.4189935029992178,0,0,7,0,0,0,918,842724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07jul2014,26,3.583519,0.088757403,.1807692307692308,0.05,0,.3741855059985733,.4125437039785092,0,0,7,0,1,0,919,844561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08jul2014,7,2.1972246,0.14285715,.2714285714285714,.2714285714285714,0.071428571,.3421122861379442,.3421122861379442,.1749635530559413,0,7,0,0,0,920,846400,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09jul2014,52,4.0604429,0.036242604,0.071153846,0.005769231,0.019230769,.2491034218811524,.2590021246857175,.1373351620873625,0,7,0,1,0,921,848241,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10jul2014,56,4.3694477,0.022321431,0.060714286,0.060714286,0,.2225490085902198,.2225490085902198,0,0,7,1,0,0,922,850084,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11jul2014,17,3.0910425,0.05882353,.2558823529411764,-0.255882353,0,.4207424645234745,.4207424645234745,0,0,7,0,0,0,923,851929,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12jul2014,6,2.0794415,0.16666667,0,0,0,0,0,0,0,7,0,0,0,924,853776,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13jul2014,7,2.4849067,0.18367349,.3857142857142857,-0.385714286,0,.4549052379454473,.4549052379454473,0,0,7,0,0,0,925,855625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14jul2014,66,4.4067192,0.046372823,0.247979798,0.048484848,0.037878788,.3304867743335379,.4103226872631946,.1807100066950993,0,7,0,1,1,926,857476,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15jul2014,106,4.7706847,0.015485939,.4707547169811321,-0.361320755,0.028301887,.4397076604162058,.5332917985488154,.1509433962264149,0,7,0,0,0,927,859329,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16jul2014,18,2.8903718,0.061728396,.2444444444444445,-0.022222222,.1111111111111111,0.401693944,.4696991419521834,.3142696805273545,0,7,0,0,0,928,861184,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17jul2014,11,2.6390574,0.090909094,0.063636364,0.063636364,0,.2012358511016241,.2012358511016241,0,0,7,0,0,0,929,863041,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18jul2014,12,2.8332133,0.083333336,.2333333333333333,.2333333333333333,0,.3299831645537222,.3299831645537222,0,0,7,0,0,0,930,864900,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19jul2014,5,1.9459101,0.2,0,0,0.2,0,0,.4000000000000001,0,7,0,0,0,931,866761,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20jul2014,9,2.3025851,0.16049384,.1111111111111111,.1111111111111111,0,.3142696805273545,.3142696805273545,0,0,7,0,0,0,932,868624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21jul2014,8,2.5649493,0.125,.1291666666666667,0.045833333,0.083333333,.2417744012734001,.2702557944696921,.2204792759220492,0,7,0,0,0,933,870489,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22jul2014,5,1.9459101,0.2,0.2,0.2,0,.4000000000000001,.4000000000000001,0,0,7,0,1,0,934,872356,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23jul2014,13,3.2188759,0.07692308,0.088461538,0.088461538,0,.2661360598770183,.2661360598770183,0,0,7,0,0,0,935,874225,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
