date,TweetVolumeDaily,ln_tweetsDaily,H_daily,meanAbsPolarityDaily,meanPolarityDaily,meanSubjectivityDaily,stdAbsPolarityDaily,stdPolarityDaily,stdSubjectivityDaily,pressConf,month,EconBulletin,speechOtherBoard,speechPresident,n,n2,MonPolAccounts,tweetECB,whatever,dow,dec24,dec25,dec26,dec31,jan01,may01,may09,nov01,oct03,easterSun,easterMon,goodfriday,goodsat,ascension,whitMon,corpus,F1_pressConf,F2_pressConf,F3_pressConf,F4_pressConf,F5_pressConf,L1_pressConf,L2_pressConf,L3_pressConf,date_2
26aug2013,7,1.9459101,.14285715,0,0,0,0,0,0,0,8,0,0,0,604,364816,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604
27aug2013,4,1.9459101,.25,.5125,.1625,0,.3747916087641238,.6137741848595458,0,0,8,0,0,0,605,366025,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605
28aug2013,3,1.0986123,.33333334,0,0,0,0,0,0,0,8,0,0,0,606,367236,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606
29aug2013,11,2.6390574,.10743802,.1681818181818182,.1681818181818182,.0909090909090909,.3581979691790099,.3581979691790099,.2874797872880344,0,8,0,0,0,607,368449,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607
30aug2013,3,1.6094379,.55555558,0,0,0,0,0,0,0,8,0,0,0,608,369664,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608
31aug2013,3,1.0986123,.55555558,0,0,0,0,0,0,0,8,0,0,0,609,370881,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,609
01sep2013,6,2.3978953,.16666667,0,0,0,0,0,0,0,9,0,0,0,610,372100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,610
02sep2013,3,1.6094379,.33333334,0,0,0,0,0,0,0,9,0,1,0,611,373321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,611
03sep2013,4,1.9459101,.25,.5249999999999999,-.5249999999999999,.25,.3031088913245535,.3031088913245535,.4330127018922193,0,9,0,0,0,612,374544,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,612
04sep2013,17,3.2188759,.10726644,0,0,0,0,0,0,0,9,0,1,0,613,375769,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,613
05sep2013,122,4.8362818,.034936845,.2213114754098361,.0016393442622951,0,.3762911124963289,.4365444800271706,0,1,9,0,0,0,614,376996,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614
06sep2013,39,3.7612002,.038790271,.1717948717948718,.1102564102564103,.0384615384615385,.3522446104835775,.3760761459958792,.1748484832946905,0,9,0,1,0,615,378225,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,615
07sep2013,2,.69314718,.5,.35,.35,0,.35,.35,0,0,9,0,0,0,616,379456,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,616
08sep2013,3,1.0986123,.33333334,.3333333333333333,.3333333333333333,0,.4714045207910317,.4714045207910317,0,0,9,0,0,0,617,380689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,617
09sep2013,8,2.1972246,.125,.4375,.4375,0,.3388860427931489,.3388860427931489,0,0,9,0,0,0,618,381924,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618
10sep2013,9,2.4849067,.13580248,.2222222222222222,0,0,.415739709641549,.4714045207910317,0,0,9,0,1,0,619,383161,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619
11sep2013,23,3.2188759,.051039699,.5003623188405797,.3981884057971015,.0347826086956522,.4837983661229355,.5708496322741279,.1631448959938584,0,9,0,1,0,620,384400,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620
12sep2013,60,4.6249728,.023888892,.1466666666666667,.0233333333333333,.0833333333333333,.3333999933346662,.3634862063713316,.2763853991962836,0,9,1,1,1,621,385641,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621
13sep2013,23,3.2580965,.051039699,.0521739130434783,.008695652173913,.0652173913043478,.171615255269483,.1791599806785784,.2238180465431957,0,9,0,0,0,622,386884,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622
14sep2013,7,2.1972246,.18367349,.1,.1,.1428571428571428,.2449489742783178,.2449489742783178,.3499271061118827,0,9,0,0,0,623,388129,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623
15sep2013,6,2.1972246,.16666667,.425,.425,0,.4337337893224368,.4337337893224368,0,0,9,0,0,0,624,389376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624
16sep2013,61,4.2626801,.020155869,.1614754098360656,.0959016393442623,0,.3029085024734922,.3295917845207039,0,0,9,0,1,1,625,390625,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,625
17sep2013,18,3.0910425,.061728396,.1166666666666667,.1166666666666667,0,.3131382371342656,.3131382371342656,0,0,9,0,0,0,626,391876,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626
18sep2013,8,2.5649493,.15625,.125,-.125,0,.3307189138830738,.3307189138830738,0,0,9,0,0,0,627,393129,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627
19sep2013,7,2.3978953,.14285715,.1214285714285714,-.0785714285714286,0,.2418044411401536,.2589224137198837,0,0,9,0,0,0,628,394384,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628
20sep2013,12,2.4849067,.125,.0583333333333333,-.0583333333333333,0,.1934697794373983,.1934697794373983,0,0,9,0,0,0,629,395641,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629
21sep2013,3,1.0986123,.33333334,0,0,0,0,0,0,0,9,0,0,0,630,396900,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630
22sep2013,6,1.7917595,.16666667,.4,-.1666666666666667,0,.4123105625617661,.5497474167490214,0,0,9,0,0,0,631,398161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631
23sep2013,100,4.7874918,.030999999,.1905,.1285,.15,.3740116976780276,.3995782151218957,.3570714214271427,0,9,0,0,0,632,399424,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632
24sep2013,40,3.7612002,.033750001,.19625,.14625,0,.3931264904582239,.4143349339604374,0,0,9,0,1,0,633,400689,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633
25sep2013,28,3.4965076,.20663266,.0964285714285714,-.0964285714285714,0,.2821880614781858,.2821880614781858,0,0,9,0,0,0,634,401956,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634
26sep2013,17,2.9444389,.37024224,.2352941176470588,0,0,.4241825029957634,.4850712500726659,0,0,9,0,1,0,635,403225,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635
27sep2013,8,2.0794415,.15625,.0875,.0875,0,.2315032397181516,.2315032397181516,0,0,9,0,0,0,636,404496,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,636
28sep2013,14,2.6390574,.081632659,.2982142857142857,.2982142857142857,0,.3444022105809735,.3444022105809735,0,0,9,0,0,0,637,405769,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,637
29sep2013,2,.69314718,.5,0,0,0,0,0,0,0,9,0,0,0,638,407044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,638
30sep2013,16,3.0910425,.0625,.47375,-.34875,0,.3131568097614995,.4481960369079583,0,0,9,0,1,0,639,408321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,639
01oct2013,29,3.4657359,.03686088,.5459770114942529,-.5459770114942529,.103448275862069,.4864771945057759,.4864771945057759,.304543478149236,0,10,0,0,0,640,409600,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,640
02oct2013,104,4.7361984,.046412725,.3826923076923077,.2875,.0432692307692308,.4471474347487266,.5135542627310483,.1848931204137442,1,10,0,0,0,641,410881,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,641
03oct2013,10,2.3978953,.1,0,0,0,0,0,0,0,10,0,1,0,642,412164,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,642
04oct2013,15,2.7725887,.14666668,.16,.16,0,.3261901286060018,.3261901286060018,0,0,10,0,0,0,643,413449,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,643
05oct2013,0,,,,,,,,,0,10,0,0,0,644,414736,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,644
06oct2013,2,1.0986123,.5,.5,-.5,0,.5,.5,0,0,10,0,0,0,645,416025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645
07oct2013,1,0,1,0,0,0,0,0,0,0,10,0,1,0,646,417316,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646
08oct2013,1,0,1,0,0,0,0,0,0,0,10,0,0,0,647,418609,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,647
09oct2013,4,1.3862944,.25,.175,.175,0,.3031088913245535,.3031088913245535,0,0,10,1,1,1,648,419904,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648
10oct2013,75,4.4659081,.026488889,.0453333333333333,0,0,.1941087896573006,.1993322185030141,0,0,10,0,1,1,649,421201,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649
11oct2013,28,3.583519,.048469391,.0357142857142857,.0357142857142857,0,.1855768722395227,.1855768722395227,0,0,10,0,0,0,650,422500,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650
12oct2013,7,1.9459101,.18367349,.1,.1,0,.2449489742783178,.2449489742783178,0,0,10,0,1,0,651,423801,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,651
13oct2013,6,1.9459101,.16666667,.6166666666666667,-.05,0,.4487637339278754,.7610300037887249,0,0,10,0,0,0,652,425104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,652
14oct2013,21,3.0910425,.065759636,.1476190476190476,-.080952380952381,0,.3095604373932382,.3332652991794799,0,0,10,0,0,0,653,426409,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,653
15oct2013,1,.69314718,1,.5,.5,.5,0,0,0,0,10,0,0,0,654,427716,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654
16oct2013,13,2.7725887,.088757403,.0923076923076923,.0923076923076923,.1153846153846154,.220005379170386,.220005379170386,.2878197989826108,0,10,0,0,0,655,429025,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655
17oct2013,6,2.0794415,.16666667,0,0,.1666666666666667,0,0,.372677996249965,0,10,0,1,0,656,430336,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656
18oct2013,1,0,1,0,0,0,0,0,0,0,10,0,1,0,657,431649,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,657
19oct2013,6,1.9459101,.16666667,.1666666666666667,-.1666666666666667,0,.372677996249965,.372677996249965,0,0,10,0,0,0,658,432964,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658
20oct2013,17,3.2958369,.072664358,.2,.1176470588235294,0,.3678234870791408,.4018125025397192,0,0,10,0,0,0,659,434281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659
21oct2013,6,1.7917595,.16666667,.1166666666666667,.1166666666666667,.1666666666666667,.2608745973749755,.2608745973749755,.372677996249965,0,10,0,1,0,660,435600,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660
22oct2013,34,3.6635616,.041522492,.05,.0088235294117647,0,.2032818964191466,.2091546670301298,0,0,10,0,0,0,661,436921,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661
23oct2013,13,2.8903718,.11242604,.1307692307692308,.1307692307692308,.0615384615384615,.3122735866182221,.3122735866182221,.2131754840084772,0,10,0,0,0,662,438244,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,662
24oct2013,20,3.0445225,.050000001,.2075,-.0725,.075,.3332697856091968,.3858351331851468,.2384848003542364,0,10,0,0,0,663,439569,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663
25oct2013,20,3.1354942,.055000003,.0675,-.0675,0,.2270875381873695,.2270875381873695,0,0,10,0,0,0,664,440896,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664
26oct2013,7,1.9459101,.18367349,.5,.5,.3571428571428572,.4629100498862757,.4629100498862757,.4403152859263554,0,10,0,0,0,665,442225,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665
27oct2013,3,1.0986123,.33333334,.3333333333333333,.3333333333333333,.3333333333333333,.4714045207910317,.4714045207910317,.4714045207910317,0,10,0,0,0,666,443556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666
28oct2013,7,1.9459101,.38775513,0,0,.7142857142857143,0,0,.4517539514526256,0,10,0,1,0,667,444889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667
29oct2013,8,2.3978953,.125,.25,0,.125,.4330127018922193,.5,.3307189138830738,0,10,0,0,0,668,446224,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668
30oct2013,7,1.9459101,.14285715,.1,.1,0,.2449489742783178,.2449489742783178,0,0,10,0,0,0,669,447561,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,669
31oct2013,3,1.6094379,.33333334,0,0,0,0,0,0,0,10,0,0,0,670,448900,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670
01nov2013,3,1.0986123,.33333334,0,0,0,0,0,0,0,11,0,0,0,671,450241,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,671
02nov2013,2,.69314718,.5,.5,.5,0,.5,.5,0,0,11,0,0,0,672,451584,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,672
03nov2013,2,1.0986123,.5,.25,.25,0,.25,.25,0,0,11,0,0,0,673,452929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,673
04nov2013,5,1.6094379,.2,.34,-.34,0,.4270831300812524,.4270831300812524,0,0,11,0,0,0,674,454276,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,674
05nov2013,26,3.4011974,.05325444,.0769230769230769,.0769230769230769,.0384615384615385,.2664693550105965,.2664693550105965,.1923076923076922,0,11,0,1,0,675,455625,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,675
06nov2013,17,2.9957323,.079584777,.0823529411764706,0,0,.2255328177962448,.2400980191995123,0,0,11,0,0,0,676,456976,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,676
07nov2013,229,5.7104268,.010697736,.3309679767103347,.0562954876273654,.0152838427947598,.4027284997195953,.5182285829312457,.1181462817333508,1,11,0,0,0,677,458329,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677
08nov2013,81,4.5325994,.016613321,.3703703703703703,.1123456790123457,.0493827160493827,.4484388405234163,.5706575622433531,.2166657873430153,0,11,0,1,0,678,459684,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,678
09nov2013,67,4.4773369,.01715304,.581094527363184,-.4487562189054726,0,.473378313348661,.6003130294054337,0,0,11,0,0,0,679,461041,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,679
10nov2013,26,3.6375861,.03846154,.5980769230769231,-.5980769230769231,.0384615384615385,.46831957555933,.46831957555933,.1923076923076922,0,11,0,0,0,680,462400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,680
11nov2013,21,3.0445225,.047619049,.1761904761904762,.080952380952381,.0476190476190476,.3676239822022625,.3995462278743435,.21295885499998,0,11,0,0,0,681,463761,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681
12nov2013,19,3.0910425,.069252074,.2315789473684211,-.1263157894736842,0,.3947719282652458,.4399068146098288,0,0,11,0,1,0,682,465124,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682
13nov2013,17,2.8332133,.08650519,.3529411764705883,-.2941176470588235,.0588235294117647,.3817415927019427,.4287061083488783,.2352941176470588,0,11,0,1,0,683,466489,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,683
14nov2013,7,1.9459101,.14285715,.7142857142857143,-.4285714285714285,0,.4517539514526256,.7284313590846835,0,0,11,1,0,0,684,467856,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,684
15nov2013,4,2.3025851,.25,0,0,0,0,0,0,0,11,0,0,0,685,469225,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,685
16nov2013,13,2.8332133,.088757403,.0769230769230769,-.0769230769230769,0,.2664693550105965,.2664693550105965,0,0,11,0,0,0,686,470596,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,686
17nov2013,12,2.7725887,.083333336,.1166666666666667,0,0,.2608745973749755,.2857738033247041,0,0,11,0,0,0,687,471969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687
18nov2013,17,3.0445225,.065743946,.2764705882352941,.1941176470588235,0,.4332224150475757,.4758529039095691,0,0,11,0,1,0,688,473344,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688
19nov2013,5,1.6094379,.52000004,.2,.2,0,.4,.4,0,0,11,0,1,0,689,474721,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689
20nov2013,14,2.8332133,.071428575,.5821428571428572,.5607142857142857,0,.4838857387475532,.5085618979845351,0,0,11,0,0,0,690,476100,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690
21nov2013,141,5.1298985,.01956642,.2633569739952719,.0118203309692671,.0319148936170213,.4276920481079803,.5021331133698735,.1706554527023538,0,11,0,1,1,691,477481,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,691
22nov2013,109,4.8903489,.016412759,.515519877675841,-.080045871559633,.0045871559633028,.4498123233764844,.6794737147134714,.0476711231440975,0,11,0,0,0,692,478864,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692
23nov2013,9,2.1972246,.11111111,.7277777777777777,.1611111111111111,0,.3944835661350384,.811985829712761,0,0,11,0,1,0,693,480249,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693
24nov2013,50,3.9318256,.0288,.214,-.186,0,.3492907098678693,.3649712317429964,0,0,11,0,0,0,694,481636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694
25nov2013,21,3.0445225,.06122449,.0738095238095238,-.0071428571428571,.0476190476190476,.2286706134008185,.2401813373889235,.21295885499998,0,11,0,0,0,695,483025,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695
26nov2013,13,2.6390574,.088757403,.1871794871794872,-.0282051282051282,0,.2942580010860466,.347603800852154,0,0,11,0,1,0,696,484416,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,696
27nov2013,36,3.6109178,.032407407,.2833333333333333,-.1777777777777778,.0833333333333333,.356828234433444,.4195226196464998,.2763853991962833,0,11,0,0,0,697,485809,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697
28nov2013,11,2.5649493,.10743802,.3727272727272727,.1909090909090909,0,.420153454846958,.5282123289575981,0,0,11,0,1,0,698,487204,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,698
29nov2013,15,2.7725887,.093333341,.0466666666666667,-.0466666666666667,0,.1746106780494506,.1746106780494506,0,0,11,0,1,0,699,488601,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699
30nov2013,6,2.7080503,.16666667,.5666666666666667,-.2333333333333333,0,.4189935029992178,.6649979114420002,0,0,11,0,0,0,700,490000,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,700
01dec2013,3,1.9459101,.33333334,.5666666666666667,.5666666666666667,0,.4189935029992178,.4189935029992178,0,0,12,0,0,0,701,491401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,701
02dec2013,5,1.7917595,.2,0,0,0,0,0,0,0,12,0,1,0,702,492804,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,702
03dec2013,4,1.6094379,.25,0,0,0,0,0,0,0,12,0,0,0,703,494209,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,703
04dec2013,37,3.871201,.028487949,.5756756756756756,-.3324324324324324,0,.2822739759815547,.5482424271689827,0,0,12,0,0,0,704,495616,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,704
05dec2013,42,3.8286414,.024943311,.1714285714285714,-.0904761904761905,0,.3347249861102852,.3650241504140342,0,1,12,0,0,0,705,497025,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705
06dec2013,30,3.713572,.03555556,.59,-.4566666666666667,0,.3080584360149872,.4842061085483697,0,0,12,0,1,0,706,498436,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,706
07dec2013,6,1.7917595,.16666667,.2333333333333333,-.2333333333333333,0,.3299831645537222,.3299831645537222,0,0,12,0,0,0,707,499849,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,707
08dec2013,4,1.9459101,.25,.6,.25,0,.3674234614174767,.6576473218982952,0,0,12,0,0,0,708,501264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,708
09dec2013,22,3.0910425,.04958678,.4272727272727272,.1090909090909091,0,.360784269690626,.548476477418122,0,0,12,0,1,0,709,502681,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709
10dec2013,27,3.2958369,.058984913,.3962962962962963,-.1962962962962963,0,.392033144367385,.5217360489760097,0,0,12,0,1,1,710,504100,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710
11dec2013,5,1.6094379,.2,.28,-.28,.2,.3429285639896449,.3429285639896449,.4000000000000001,0,12,0,0,0,711,505521,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711
12dec2013,15,3.0445225,.075555563,.3133333333333334,.18,0,.448503685108111,.5166559138666016,0,0,12,1,1,1,712,506944,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712
13dec2013,8,2.0794415,.15625,.2125,-.2125,.25,.375624480032918,.375624480032918,.4330127018922193,0,12,0,1,0,713,508369,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713
14dec2013,1,0,1,0,0,0,0,0,0,0,12,0,0,0,714,509796,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,714
15dec2013,81,4.6051702,.019661637,.2944444444444445,-.1919753086419753,.1111111111111111,.4511986778721546,.5034116195019697,.3142696805273545,0,12,0,0,0,715,511225,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715
